filename,gender
cv-valid-train/sample-000005.wav,female
cv-valid-train/sample-000008.wav,male
cv-valid-train/sample-000013.wav,female
cv-valid-train/sample-000014.wav,male
cv-valid-train/sample-000019.wav,male
cv-valid-train/sample-000020.wav,male
cv-valid-train/sample-000023.wav,male
cv-valid-train/sample-000026.wav,female
cv-valid-train/sample-000027.wav,male
cv-valid-train/sample-000029.wav,male
cv-valid-train/sample-000034.wav,female
cv-valid-train/sample-000036.wav,male
cv-valid-train/sample-000039.wav,female
cv-valid-train/sample-000043.wav,male
cv-valid-train/sample-000044.wav,male
cv-valid-train/sample-000047.wav,male
cv-valid-train/sample-000049.wav,male
cv-valid-train/sample-000050.wav,male
cv-valid-train/sample-000051.wav,female
cv-valid-train/sample-000053.wav,male
cv-valid-train/sample-000054.wav,male
cv-valid-train/sample-000056.wav,male
cv-valid-train/sample-000057.wav,female
cv-valid-train/sample-000059.wav,female
cv-valid-train/sample-000062.wav,male
cv-valid-train/sample-000065.wav,male
cv-valid-train/sample-000068.wav,male
cv-valid-train/sample-000072.wav,male
cv-valid-train/sample-000073.wav,male
cv-valid-train/sample-000077.wav,female
cv-valid-train/sample-000081.wav,male
cv-valid-train/sample-000082.wav,male
cv-valid-train/sample-000088.wav,female
cv-valid-train/sample-000092.wav,male
cv-valid-train/sample-000097.wav,male
cv-valid-train/sample-000100.wav,male
cv-valid-train/sample-000101.wav,female
cv-valid-train/sample-000105.wav,male
cv-valid-train/sample-000106.wav,female
cv-valid-train/sample-000111.wav,male
cv-valid-train/sample-000115.wav,male
cv-valid-train/sample-000116.wav,male
cv-valid-train/sample-000118.wav,male
cv-valid-train/sample-000121.wav,male
cv-valid-train/sample-000124.wav,female
cv-valid-train/sample-000128.wav,female
cv-valid-train/sample-000132.wav,male
cv-valid-train/sample-000133.wav,female
cv-valid-train/sample-000135.wav,male
cv-valid-train/sample-000137.wav,male
cv-valid-train/sample-000140.wav,male
cv-valid-train/sample-000146.wav,male
cv-valid-train/sample-000154.wav,male
cv-valid-train/sample-000155.wav,female
cv-valid-train/sample-000159.wav,female
cv-valid-train/sample-000167.wav,male
cv-valid-train/sample-000168.wav,male
cv-valid-train/sample-000169.wav,female
cv-valid-train/sample-000175.wav,male
cv-valid-train/sample-000179.wav,male
cv-valid-train/sample-000180.wav,male
cv-valid-train/sample-000181.wav,male
cv-valid-train/sample-000184.wav,female
cv-valid-train/sample-000187.wav,male
cv-valid-train/sample-000191.wav,male
cv-valid-train/sample-000192.wav,male
cv-valid-train/sample-000193.wav,male
cv-valid-train/sample-000194.wav,male
cv-valid-train/sample-000195.wav,male
cv-valid-train/sample-000196.wav,female
cv-valid-train/sample-000197.wav,male
cv-valid-train/sample-000201.wav,male
cv-valid-train/sample-000202.wav,male
cv-valid-train/sample-000203.wav,female
cv-valid-train/sample-000204.wav,male
cv-valid-train/sample-000205.wav,male
cv-valid-train/sample-000213.wav,male
cv-valid-train/sample-000214.wav,female
cv-valid-train/sample-000216.wav,male
cv-valid-train/sample-000217.wav,female
cv-valid-train/sample-000218.wav,male
cv-valid-train/sample-000219.wav,male
cv-valid-train/sample-000221.wav,female
cv-valid-train/sample-000225.wav,male
cv-valid-train/sample-000229.wav,male
cv-valid-train/sample-000235.wav,male
cv-valid-train/sample-000236.wav,female
cv-valid-train/sample-000238.wav,male
cv-valid-train/sample-000239.wav,male
cv-valid-train/sample-000242.wav,female
cv-valid-train/sample-000243.wav,male
cv-valid-train/sample-000246.wav,male
cv-valid-train/sample-000247.wav,male
cv-valid-train/sample-000248.wav,female
cv-valid-train/sample-000250.wav,male
cv-valid-train/sample-000254.wav,male
cv-valid-train/sample-000255.wav,female
cv-valid-train/sample-000262.wav,male
cv-valid-train/sample-000265.wav,male
cv-valid-train/sample-000266.wav,male
cv-valid-train/sample-000270.wav,female
cv-valid-train/sample-000273.wav,male
cv-valid-train/sample-000274.wav,male
cv-valid-train/sample-000277.wav,male
cv-valid-train/sample-000278.wav,male
cv-valid-train/sample-000280.wav,female
cv-valid-train/sample-000283.wav,male
cv-valid-train/sample-000285.wav,male
cv-valid-train/sample-000286.wav,male
cv-valid-train/sample-000290.wav,male
cv-valid-train/sample-000292.wav,male
cv-valid-train/sample-000293.wav,male
cv-valid-train/sample-000294.wav,male
cv-valid-train/sample-000297.wav,male
cv-valid-train/sample-000299.wav,male
cv-valid-train/sample-000300.wav,male
cv-valid-train/sample-000303.wav,male
cv-valid-train/sample-000304.wav,male
cv-valid-train/sample-000305.wav,female
cv-valid-train/sample-000317.wav,male
cv-valid-train/sample-000322.wav,male
cv-valid-train/sample-000325.wav,male
cv-valid-train/sample-000333.wav,male
cv-valid-train/sample-000341.wav,female
cv-valid-train/sample-000343.wav,male
cv-valid-train/sample-000345.wav,male
cv-valid-train/sample-000350.wav,female
cv-valid-train/sample-000355.wav,male
cv-valid-train/sample-000360.wav,male
cv-valid-train/sample-000362.wav,female
cv-valid-train/sample-000368.wav,female
cv-valid-train/sample-000369.wav,male
cv-valid-train/sample-000374.wav,male
cv-valid-train/sample-000375.wav,male
cv-valid-train/sample-000378.wav,male
cv-valid-train/sample-000379.wav,male
cv-valid-train/sample-000383.wav,male
cv-valid-train/sample-000384.wav,male
cv-valid-train/sample-000385.wav,male
cv-valid-train/sample-000387.wav,male
cv-valid-train/sample-000389.wav,male
cv-valid-train/sample-000392.wav,male
cv-valid-train/sample-000393.wav,male
cv-valid-train/sample-000394.wav,male
cv-valid-train/sample-000395.wav,male
cv-valid-train/sample-000400.wav,male
cv-valid-train/sample-000401.wav,male
cv-valid-train/sample-000409.wav,male
cv-valid-train/sample-000410.wav,female
cv-valid-train/sample-000412.wav,male
cv-valid-train/sample-000414.wav,male
cv-valid-train/sample-000416.wav,male
cv-valid-train/sample-000418.wav,male
cv-valid-train/sample-000419.wav,female
cv-valid-train/sample-000420.wav,female
cv-valid-train/sample-000424.wav,male
cv-valid-train/sample-000425.wav,female
cv-valid-train/sample-000427.wav,female
cv-valid-train/sample-000432.wav,female
cv-valid-train/sample-000436.wav,male
cv-valid-train/sample-000437.wav,male
cv-valid-train/sample-000443.wav,female
cv-valid-train/sample-000447.wav,male
cv-valid-train/sample-000449.wav,male
cv-valid-train/sample-000451.wav,female
cv-valid-train/sample-000453.wav,male
cv-valid-train/sample-000454.wav,male
cv-valid-train/sample-000465.wav,male
cv-valid-train/sample-000470.wav,male
cv-valid-train/sample-000474.wav,male
cv-valid-train/sample-000475.wav,male
cv-valid-train/sample-000477.wav,male
cv-valid-train/sample-000479.wav,male
cv-valid-train/sample-000482.wav,male
cv-valid-train/sample-000483.wav,male
cv-valid-train/sample-000484.wav,male
cv-valid-train/sample-000485.wav,male
cv-valid-train/sample-000492.wav,male
cv-valid-train/sample-000493.wav,female
cv-valid-train/sample-000498.wav,male
cv-valid-train/sample-000499.wav,male
cv-valid-train/sample-000502.wav,male
cv-valid-train/sample-000505.wav,male
cv-valid-train/sample-000506.wav,male
cv-valid-train/sample-000507.wav,male
cv-valid-train/sample-000508.wav,male
cv-valid-train/sample-000517.wav,female
cv-valid-train/sample-000519.wav,male
cv-valid-train/sample-000520.wav,male
cv-valid-train/sample-000524.wav,male
cv-valid-train/sample-000525.wav,male
cv-valid-train/sample-000533.wav,male
cv-valid-train/sample-000539.wav,male
cv-valid-train/sample-000544.wav,male
cv-valid-train/sample-000545.wav,male
cv-valid-train/sample-000547.wav,male
cv-valid-train/sample-000548.wav,male
cv-valid-train/sample-000554.wav,male
cv-valid-train/sample-000555.wav,male
cv-valid-train/sample-000556.wav,female
cv-valid-train/sample-000563.wav,female
cv-valid-train/sample-000564.wav,male
cv-valid-train/sample-000565.wav,male
cv-valid-train/sample-000567.wav,male
cv-valid-train/sample-000568.wav,male
cv-valid-train/sample-000571.wav,female
cv-valid-train/sample-000573.wav,male
cv-valid-train/sample-000576.wav,male
cv-valid-train/sample-000577.wav,male
cv-valid-train/sample-000578.wav,male
cv-valid-train/sample-000579.wav,male
cv-valid-train/sample-000584.wav,male
cv-valid-train/sample-000586.wav,female
cv-valid-train/sample-000591.wav,male
cv-valid-train/sample-000595.wav,male
cv-valid-train/sample-000597.wav,female
cv-valid-train/sample-000600.wav,male
cv-valid-train/sample-000610.wav,male
cv-valid-train/sample-000612.wav,male
cv-valid-train/sample-000619.wav,female
cv-valid-train/sample-000620.wav,male
cv-valid-train/sample-000622.wav,male
cv-valid-train/sample-000625.wav,male
cv-valid-train/sample-000626.wav,male
cv-valid-train/sample-000629.wav,female
cv-valid-train/sample-000633.wav,male
cv-valid-train/sample-000635.wav,male
cv-valid-train/sample-000637.wav,male
cv-valid-train/sample-000645.wav,female
cv-valid-train/sample-000646.wav,male
cv-valid-train/sample-000647.wav,male
cv-valid-train/sample-000651.wav,male
cv-valid-train/sample-000653.wav,male
cv-valid-train/sample-000655.wav,female
cv-valid-train/sample-000657.wav,male
cv-valid-train/sample-000663.wav,female
cv-valid-train/sample-000668.wav,male
cv-valid-train/sample-000671.wav,male
cv-valid-train/sample-000673.wav,male
cv-valid-train/sample-000677.wav,male
cv-valid-train/sample-000679.wav,male
cv-valid-train/sample-000683.wav,male
cv-valid-train/sample-000684.wav,male
cv-valid-train/sample-000690.wav,male
cv-valid-train/sample-000691.wav,male
cv-valid-train/sample-000694.wav,male
cv-valid-train/sample-000695.wav,male
cv-valid-train/sample-000698.wav,male
cv-valid-train/sample-000701.wav,male
cv-valid-train/sample-000704.wav,male
cv-valid-train/sample-000705.wav,male
cv-valid-train/sample-000707.wav,male
cv-valid-train/sample-000708.wav,male
cv-valid-train/sample-000710.wav,male
cv-valid-train/sample-000716.wav,female
cv-valid-train/sample-000717.wav,male
cv-valid-train/sample-000718.wav,male
cv-valid-train/sample-000720.wav,female
cv-valid-train/sample-000733.wav,male
cv-valid-train/sample-000740.wav,female
cv-valid-train/sample-000741.wav,female
cv-valid-train/sample-000742.wav,male
cv-valid-train/sample-000745.wav,male
cv-valid-train/sample-000749.wav,male
cv-valid-train/sample-000751.wav,male
cv-valid-train/sample-000753.wav,male
cv-valid-train/sample-000754.wav,male
cv-valid-train/sample-000761.wav,male
cv-valid-train/sample-000762.wav,female
cv-valid-train/sample-000766.wav,female
cv-valid-train/sample-000768.wav,male
cv-valid-train/sample-000775.wav,female
cv-valid-train/sample-000776.wav,male
cv-valid-train/sample-000777.wav,male
cv-valid-train/sample-000779.wav,male
cv-valid-train/sample-000784.wav,female
cv-valid-train/sample-000785.wav,male
cv-valid-train/sample-000790.wav,male
cv-valid-train/sample-000793.wav,male
cv-valid-train/sample-000794.wav,female
cv-valid-train/sample-000795.wav,male
cv-valid-train/sample-000797.wav,male
cv-valid-train/sample-000798.wav,male
cv-valid-train/sample-000801.wav,male
cv-valid-train/sample-000802.wav,female
cv-valid-train/sample-000803.wav,male
cv-valid-train/sample-000808.wav,male
cv-valid-train/sample-000811.wav,male
cv-valid-train/sample-000815.wav,male
cv-valid-train/sample-000817.wav,male
cv-valid-train/sample-000819.wav,male
cv-valid-train/sample-000823.wav,male
cv-valid-train/sample-000824.wav,male
cv-valid-train/sample-000827.wav,male
cv-valid-train/sample-000829.wav,male
cv-valid-train/sample-000834.wav,male
cv-valid-train/sample-000841.wav,male
cv-valid-train/sample-000844.wav,male
cv-valid-train/sample-000850.wav,male
cv-valid-train/sample-000851.wav,female
cv-valid-train/sample-000853.wav,male
cv-valid-train/sample-000854.wav,female
cv-valid-train/sample-000855.wav,male
cv-valid-train/sample-000861.wav,male
cv-valid-train/sample-000862.wav,male
cv-valid-train/sample-000864.wav,male
cv-valid-train/sample-000866.wav,female
cv-valid-train/sample-000867.wav,female
cv-valid-train/sample-000868.wav,male
cv-valid-train/sample-000869.wav,male
cv-valid-train/sample-000871.wav,male
cv-valid-train/sample-000873.wav,female
cv-valid-train/sample-000877.wav,male
cv-valid-train/sample-000882.wav,male
cv-valid-train/sample-000884.wav,male
cv-valid-train/sample-000887.wav,female
cv-valid-train/sample-000888.wav,male
cv-valid-train/sample-000891.wav,male
cv-valid-train/sample-000892.wav,male
cv-valid-train/sample-000893.wav,male
cv-valid-train/sample-000894.wav,male
cv-valid-train/sample-000895.wav,male
cv-valid-train/sample-000901.wav,male
cv-valid-train/sample-000903.wav,female
cv-valid-train/sample-000909.wav,female
cv-valid-train/sample-000912.wav,male
cv-valid-train/sample-000915.wav,male
cv-valid-train/sample-000917.wav,male
cv-valid-train/sample-000919.wav,male
cv-valid-train/sample-000924.wav,male
cv-valid-train/sample-000927.wav,female
cv-valid-train/sample-000935.wav,male
cv-valid-train/sample-000936.wav,male
cv-valid-train/sample-000939.wav,female
cv-valid-train/sample-000945.wav,male
cv-valid-train/sample-000947.wav,female
cv-valid-train/sample-000949.wav,male
cv-valid-train/sample-000953.wav,male
cv-valid-train/sample-000957.wav,male
cv-valid-train/sample-000960.wav,male
cv-valid-train/sample-000964.wav,male
cv-valid-train/sample-000967.wav,female
cv-valid-train/sample-000968.wav,female
cv-valid-train/sample-000972.wav,male
cv-valid-train/sample-000973.wav,male
cv-valid-train/sample-000974.wav,male
cv-valid-train/sample-000976.wav,female
cv-valid-train/sample-000977.wav,male
cv-valid-train/sample-000978.wav,male
cv-valid-train/sample-000980.wav,female
cv-valid-train/sample-000982.wav,male
cv-valid-train/sample-000984.wav,male
cv-valid-train/sample-000989.wav,male
cv-valid-train/sample-000992.wav,male
cv-valid-train/sample-000994.wav,male
cv-valid-train/sample-000995.wav,female
cv-valid-train/sample-000996.wav,male
cv-valid-train/sample-000999.wav,male
cv-valid-train/sample-001005.wav,female
cv-valid-train/sample-001010.wav,female
cv-valid-train/sample-001014.wav,female
cv-valid-train/sample-001020.wav,male
cv-valid-train/sample-001022.wav,male
cv-valid-train/sample-001024.wav,male
cv-valid-train/sample-001028.wav,female
cv-valid-train/sample-001030.wav,male
cv-valid-train/sample-001031.wav,male
cv-valid-train/sample-001034.wav,male
cv-valid-train/sample-001038.wav,male
cv-valid-train/sample-001041.wav,male
cv-valid-train/sample-001043.wav,female
cv-valid-train/sample-001045.wav,female
cv-valid-train/sample-001048.wav,male
cv-valid-train/sample-001049.wav,male
cv-valid-train/sample-001050.wav,male
cv-valid-train/sample-001052.wav,male
cv-valid-train/sample-001054.wav,male
cv-valid-train/sample-001062.wav,male
cv-valid-train/sample-001063.wav,male
cv-valid-train/sample-001064.wav,male
cv-valid-train/sample-001066.wav,female
cv-valid-train/sample-001068.wav,male
cv-valid-train/sample-001069.wav,female
cv-valid-train/sample-001075.wav,male
cv-valid-train/sample-001077.wav,male
cv-valid-train/sample-001079.wav,male
cv-valid-train/sample-001081.wav,male
cv-valid-train/sample-001083.wav,male
cv-valid-train/sample-001091.wav,male
cv-valid-train/sample-001092.wav,male
cv-valid-train/sample-001093.wav,male
cv-valid-train/sample-001095.wav,male
cv-valid-train/sample-001096.wav,male
cv-valid-train/sample-001100.wav,female
cv-valid-train/sample-001102.wav,female
cv-valid-train/sample-001103.wav,female
cv-valid-train/sample-001104.wav,female
cv-valid-train/sample-001106.wav,male
cv-valid-train/sample-001108.wav,male
cv-valid-train/sample-001109.wav,male
cv-valid-train/sample-001121.wav,male
cv-valid-train/sample-001123.wav,male
cv-valid-train/sample-001129.wav,female
cv-valid-train/sample-001132.wav,male
cv-valid-train/sample-001136.wav,female
cv-valid-train/sample-001137.wav,male
cv-valid-train/sample-001143.wav,male
cv-valid-train/sample-001144.wav,male
cv-valid-train/sample-001146.wav,male
cv-valid-train/sample-001147.wav,male
cv-valid-train/sample-001148.wav,male
cv-valid-train/sample-001153.wav,female
cv-valid-train/sample-001159.wav,male
cv-valid-train/sample-001160.wav,male
cv-valid-train/sample-001163.wav,male
cv-valid-train/sample-001164.wav,female
cv-valid-train/sample-001165.wav,male
cv-valid-train/sample-001166.wav,male
cv-valid-train/sample-001171.wav,male
cv-valid-train/sample-001179.wav,male
cv-valid-train/sample-001182.wav,male
cv-valid-train/sample-001188.wav,male
cv-valid-train/sample-001191.wav,male
cv-valid-train/sample-001193.wav,female
cv-valid-train/sample-001194.wav,female
cv-valid-train/sample-001196.wav,male
cv-valid-train/sample-001198.wav,male
cv-valid-train/sample-001199.wav,male
cv-valid-train/sample-001206.wav,male
cv-valid-train/sample-001208.wav,male
cv-valid-train/sample-001211.wav,male
cv-valid-train/sample-001216.wav,female
cv-valid-train/sample-001219.wav,male
cv-valid-train/sample-001223.wav,male
cv-valid-train/sample-001224.wav,male
cv-valid-train/sample-001225.wav,male
cv-valid-train/sample-001228.wav,male
cv-valid-train/sample-001229.wav,male
cv-valid-train/sample-001230.wav,male
cv-valid-train/sample-001232.wav,male
cv-valid-train/sample-001234.wav,male
cv-valid-train/sample-001236.wav,male
cv-valid-train/sample-001237.wav,female
cv-valid-train/sample-001238.wav,male
cv-valid-train/sample-001240.wav,male
cv-valid-train/sample-001247.wav,male
cv-valid-train/sample-001250.wav,male
cv-valid-train/sample-001255.wav,male
cv-valid-train/sample-001257.wav,male
cv-valid-train/sample-001259.wav,male
cv-valid-train/sample-001260.wav,male
cv-valid-train/sample-001261.wav,male
cv-valid-train/sample-001265.wav,male
cv-valid-train/sample-001266.wav,male
cv-valid-train/sample-001269.wav,female
cv-valid-train/sample-001270.wav,female
